review,Trang,Uyên,Đạt,Gold
"C'mon guys, this movie isn't that bad. It's actually pretty accurate cause I've seen girls doing this kind of things in schools on a daily basis and nobody cares. Yes, this film is awkward but at least it made you feel that way.",1,1,1,1
"C’mon guys this is such a wonderful song, let’s put him on MTV Awards this is excellent time infinity I love this song. I want to marry J A C O B S A R T O R I O U S",1,1,1,1
C0mE BAck R1c3gUM,1,1,1,1
"Cách hát của Phúc hiện đại, tinh tế và mang hơi hướng Kpop nhưng lại rất ấm áp, dịu dàng...1 ca khúc tuyệt vời",1,2,2,-
Cada dia mas fan de cuties 🤑🤙,2,2,2,-
"Cada día que pasa el apocalípsis deja de ser un miedo , para convertirse en una esperanza",2,2,2,-
CADÊ OS BR ???,2,2,2,-
Cadê os BR CARAÍ,2,2,2,-
Cadê os Br que ainda amam essa música?,2,2,2,-
Cade os br que gosta de trap,2,2,2,-
Cadê os BR???,2,2,2,-
Cadê os BR?👊🔥🇧🇷Go 1b família🔝👀,2,2,2,-
Cade os brasileiros,2,2,2,-
CADÊ OS BRASILEIROS FÃ DESSA COISA LINDA😍❤ #2019,2,2,2,-
Calling it “cuties” doesn’t help the many problems,0,0,0,0
Calling this a social commentary against the exploitation of children is like calling a snuff film a social commentary against murder.,0,0,0,0
Calls Ian a nerd  Literally goes around in a limo eating oreos and playing videogames,0,0,0,0
"Calls Ian gay    Ian: ""I wanna be gay.""",0,0,0,0
"Cảm giác như mk đang đc nghe 1 bản nhạc chữa lành vậy đó. Giọng hát của đp rất đặc biệt, nhẹ nhàng tình cảm. Xem video thôi đã hay ntn r, ghen tị vs ekip qaa nghe hát live chắc hay gấp 💯lần lunn",1,2,1,-
Came back 2 years later and still want to jump of a cliff after listening to this...,0,0,0,0
Came back after coming from the asian jack Paul (a good. No. A godly roast and an actual good diss track) just to dislike this video. God this is terrible.,0,0,0,0
came back after years of downfalls. cringing the same now as in 2016.,0,0,0,0
Came back bc it popped in my head for some reason,0,0,0,0
Came back because of how fire this was.,0,0,0,0
"Came back to these things recently, like the content cop and everything. This was rather depressing, for all the flexing that was going on. It was lyrically irregular and just boring, dull insults that had little to no impact. And the fact you thought there was a need to insult H3 and Pewdiepie makes it seem like Rice was insecure that Ian had more memorable and respected friends than he could have the chance to achieve. The entire thing is just underdeveloped on Rice's side, but I agree with him on one thing; Idubbz really didn't need to do as much research as he did to point out how shitty a person Rice can be",0,0,0,0
Came back to this video two years later because I wanted to see if we hate you still regardless. Good to see the rice krispie is still getting cooked.,0,0,0,0
Came here after binge-ing Manifest to see Olive as the love interest 😳,0,0,0,0
Came here from the Trump rally. Really interesting and great guy! Is he African American?,0,0,0,0
"came here to dislike, bleach my ears and eyes, and delete my search history.",0,0,0,0
Came to check the dislikes Watched 20 secs if the video    My bleach drank its self,0,0,0,0
Came. disliked. left.,0,0,0,0
Cameraman: massimo bossetti,2,2,2,-
Can anyone understand what he's saying and isn't just hearing saliva noises the entire song?,0,0,0,0
Can he see?,0,0,0,0
Can not get over seeing Rob Stark alive again!!!,0,0,0,0
"Can someone find me the part where pump saying ""gucci gang""",0,0,0,0
Can someone tell me what this red liquid is coming out of my ears?,0,0,0,0
"Can someone tell me why everyone is upset with girls doing dance club? I watched the movie and I am trying to understand why everyone hates it, it has a good story line and is trying to introduce new stars to the screen, they are quite similar to Miley Cyrus/Hannah Montana.",0,0,0,0
"Can someone tell me why this song/video have 1,2 mio. dislikes?",0,0,0,0
Can this get any more generic?,0,0,0,0
Can we all just appreciate that like to dislike ratio lol. Also side note I think rice proved everything that was said in Ian’s diss track to the t. Like good job making Ian’s video more believable 👏👏👏,0,0,0,0
Can we call this a diss track because really it just sounds like a guy who thinks that money is a replacement for everything in life,0,0,0,0
Can we get to a million dislikes?,0,0,0,0
Can we just acknowledge he almost has a billion views on this😂 goat,0,0,0,0
Can we just appreciate the fact that there's barely any reused shot from the teaser? Am I tripping 'cause like this is unusual for a Marvel trailer (at least for me) and I'm grateful 😅,0,0,0,0
"Can we just talk about how the opening sounds like the ""Ai: The Somnium Files theme""",0,0,0,0
Can we just talk about the elevator music? It's way better then both of their diss tracks.,0,0,0,0
"Can we just talk about their parents, which allows them to be in this? This world is f**** up!!!",0,0,0,0
"Can we make this the most disliked video on YouTube? Really, as bad as YT Rewind 2018 was, this deserves it more. Also I don't really see why so many people are cancelling their Netflix subscriptions. This will probably be taken down very soon because of the contreversy.",0,0,0,0
can we please break justin biebers record of dislikes for this video because clearly this is worse than baby and the infinite warfare trailer combined,0,0,0,0
"Can we take a moment to appreciate the beauty of this song. While Idubbz pretended to be all smart and analytical when he was really just using false equivalencies and fallacies, Ricegum decided, I’m not taking this guy seriously, I’m not going to try to say I am not what I am. And that is exactly what this video is. The lyrics and the video cover all of the things that idubbz criticizes ricegum about, and instead of trying to change his character in an explanation (like what many others have done) ricegum said “fuck it im me, I’m happy with me, I have fans that love me that are happy with me and the way I am. I am who I am, idubbz is just hating and he wins if I change, so I’m just going to be who I am because I love myself and others love me for me as well.”. Genius move on ricegum’s part. He won this beef, no doubt.",0,0,0,0
Can we talk about the fact that Jacobs Sweatshirt was moping not only the classroom but the hall and the girl didn’t even where it🤣,0,0,0,0
Can y'all stop bullying him he was litteraly 13 and released his own song he wrote to be judged by the world and didn't even turn the comments Off give him a lil more clout and a lil less hate lmao and may I point out these be full grown adults hating on a kid A KID  😂 the second hand embarasement I have for the people doing hate comments and the clout I shall give to Jacob,0,0,0,0
"Can you guys please make a movie on the history on ""Thanos and the Celestials"" so that the chain cycle of Eternals/Avengers can be completed..you guys make awesome movies  and the Marvel universe is all about cosmic energy, technology, time, space..pushing the imagination capabilities of our minds to the next level..hats off to you guys..",1,0,0,-
"Can you imagine what would happen if all those people hating a fictional movie trailer, could instead actually do something to stop real life children sexualization?",0,0,0,0
Can you make an English version please?,1,2,2,-
"Can you tell me, when will Eternals return.",1,2,2,-
Can you use some of your money to buy yourself a better flow?,2,2,2,-
can't believe he looks younger now then he does in this,1,2,1,-
can't believe i used to listen this everyday 😭😭😭😭😭,1,1,1,1
Can't believe I used to listen to this in like fifth grade...,1,1,1,1
Can't believe I'm kinda vibin' to this,1,1,1,1
Can't believe people criticize lil pumps music so much yet they still listen to artists like NBA young boy and playboi carti,1,1,1,1
"Can't believe RottenTomato gave this 87% rates, well, critics are BS.",2,2,2,-
Can't believe there is 1billion 11 year olds😂,0,0,0,0
"Can't believe they cancelled ""The dark crystal"" for this movie...smh",0,0,0,0
Can't believe this has more views than Rap God 🤯,2,2,2,-
Can't believe this was over 2 years ago but congrats on a billion @Lilpump,1,1,1,1
"Can't believe we have to tell a company that it's wrong to post a movie that sexualizes children. There's nothing wrong with telling kids to embrace themselves for their bodies and their identities, especially since puberty can be such a confusing time, but this is too far. This is sexualization, and this isn't okay.",2,2,2,-
Can't lie the song is fire,1,1,1,1
"can't lie this one is fire tho, if we ain't gon be bias. 🔥",1,1,1,1
Can't stop listening to this,1,1,1,1
Can't think of decent insults? Just repeat the same one three times.,1,1,1,1
Can't wait for cuties 2!,1,1,1,1
"Can't wait for Rice's next hit  ""Mansion (paid for by investors)""",1,1,1,1
"Can't wait for the English dub. 100% honest didn't understand a word. Every person defending Ricegum in the comments is under the age of 11, you can tell from the amazing grammar.",1,1,1,1
can't wait for the english version,1,1,1,1
Can't wait for the sequel,1,1,1,1
Can't wait for this to be released!!!,1,1,1,1
Can't wait to see revenge of the sweatshirt,1,1,1,1
Can't wait to see this,1,1,1,1
Can't wait to show my friends my new ringtones hahaha,1,1,1,1
can't wait until this song will be remembered as a rap classic,1,1,1,1
Can’t believe I searched this up Edit: How did so many people randomly find this comment 😂,1,1,1,1
Can’t believe I thought this sound was a vibe when I was 11,1,1,1,1
Can’t believe I used to like this song when I was 11,1,1,1,1
Can’t believe it’s been five years since the release of one of the worst songs ever made. Crazy,0,1,1,-
Can’t believe this got more views than rap god,0,1,1,-
Can’t believe you guys still have this up. Who makes decisions at Netflix?,0,1,0,-
Can’t deny this song back in it’s time was playing on every station and everywhere,0,1,1,-
Can’t even double the likes to make up for the dislikes😂,1,1,1,1
Can’t lie if the lyrics were good then the song would fire,1,1,1,1
Can’t wait for the English version of this song,1,1,1,1
Can’t wait for the English version to come out,1,1,1,1
"Cancel culture shouldn’t be taken seriously. Where was the uproar for Toddlers and Tiaras or Dance Moms? (Both shows have multiple seasons btw)  And it’s rather odd how individuals are pretending that girls in real life who are the same age, or younger, do the exact same thing in songs like WAP (little girls doing the WAP challenge on TikTok also wasn’t special enough for backlash.) Picking and choosing who’s a pedophile and who’s not is disgusting and dangerous within itself.",2,2,2,-
Cancel culture trolls are out in full force,2,2,2,-
Cancion de un niño que no deberia de pensar en cosas asi,2,2,2,-
Cant believe I even clicked on this just to make fun of you rice gay,0,0,0,0
cant believe i would use to practice the dance of this song everyday LMFAOOO,1,1,1,1
Cant believe in the same streaming plataform who bring bna and other good series,1,1,1,1
Cant believe the parents who allowed their children to do this.,0,0,0,0
Cant believe they took  away the dislikes,0,0,0,0
Cant believes they still haven't canceled this movie,0,0,0,0
"cant even say rice took the L he makes more money, Hes doing what he loves and idubbz barely affected his channel, my mans loving better than any of us",0,0,0,0
Cant wait for 5NOV,2,2,2,-
Cant wait for it to hit a billion views,1,1,1,1
Cant wait to see this in theatres it reeally makes my heart flutter,1,1,1,1
Cant wait to watch!,1,1,1,1
Canta  bien hermoso,1,2,2,-
Canta muito,2,2,2,-
Canta muy bien me gusta mucho su pelo cuando esté en la usa me lo voy aser así y de colores igual a él lo almiro mucho y algún día me gustaría ser como el 🔥❤👊,1,2,2,-
Canto isso todo dia de manhã kkkkkk,2,2,2,-
"Captions:   ""Am I a joke to you?""",2,2,2,-
Cara é vida!$♡,2,2,2,-
Caralho do céu quase 2bilhoes pqp VOA LIL,2,2,2,-
Caralho mano foda,2,2,2,-
Caralhooo isso sim e música porra!ti amoo na vdd amo todos!,2,2,2,-
Casi al billón😲😲,2,2,2,-
casting and story seems to be a bit odd,0,0,0,0
Casually walks down the hall  Sweat shirt crawls out of his bookbag,0,0,0,0
Catchy song,1,1,1,1
catis🥵,0,0,0,0
"Cats: ""I'm the worst move. EVER.""  Cuties: ""Hold my training bra.""",0,0,0,0
Cats:meaw meaw   Lil pump:Gucci gang Gucci gang   Idiots:2019? 2019?,0,0,0,0
Ce son restera gravé dans ma mémoire,2,2,2,-
CEO Reed Hastings needs to be put on that list that requires you to go to your neighbors and inform them that you aren't allowed near children anymore.,0,0,0,0
Cerca del 1.000.000.000 vamos lpm,2,2,2,-
certified hood clasic,1,1,1,1
Certified Hood Classic,1,1,1,1
Certified hood classic🙌🏻,1,1,1,1
"Challenge, take a shot everytime Da Police looks through his binoculars",2,2,2,-
challenge: watch this with a straight face or without cringing,2,2,2,-
Chama na gang da GUCCI!!🔛 🇧🇷,2,2,2,-
Chamoon we can do the 1 billion views!🤽‍♀️,2,2,2,-
"Chapeau for the kids trying to get into the acting business, not their fault that watching this trailer made me deeply uncomfortable tbh.",2,2,2,-
CHARLIE SENT ME HERE PLEASE DONT TELL ANYONE !!!!!!,2,2,2,-
"Cháu có phúc lắm mới gặp đc gia đình cháu Thủy.Ông ,Bà rất hiền lành và chân chất.chúc mừng cháu nha👨❤💛💛🍷",2,2,2,-
Child services should definitely look into the parents of the kids that allowed them to play these roles. And the police should look into the Director's internet search history...,1,0,1,-
Child steals money when it's very badly needed by family= Mother is the villain Child is wearing inappropriate clothing= Mother is the villain Child dances inappropriately= Mother is villain Child most likely will be targeted by pedos due to dancing and clothing= Mother is the villain  Makes tons of sense Netflix (Sarcasm if you couldn't tell),2,2,2,-
"Child: ""Is having deviant behavior"" Parents who are rightfully pissed off: ""Disciplines her"" Child: 🥺",2,2,2,-
"Children depend on adults for guidance and protection. Any person or company that produces, distributes, or promotes anything that harms children must be prosecuted to the fullest extent.",2,2,2,-
